session_id,event_type,x,y,timestamp
28c8c2d0-db25-40c9-bbf1-cd3ef2a75616,mouse_move,106,153,389
28c8c2d0-db25-40c9-bbf1-cd3ef2a75616,mouse_move,136,180,498
28c8c2d0-db25-40c9-bbf1-cd3ef2a75616,mouse_move,166,206,545
28c8c2d0-db25-40c9-bbf1-cd3ef2a75616,mouse_move,197,233,625
28c8c2d0-db25-40c9-bbf1-cd3ef2a75616,mouse_move,227,259,737
28c8c2d0-db25-40c9-bbf1-cd3ef2a75616,mouse_move,257,286,800
28c8c2d0-db25-40c9-bbf1-cd3ef2a75616,mouse_move,287,313,864
28c8c2d0-db25-40c9-bbf1-cd3ef2a75616,mouse_move,317,339,928
28c8c2d0-db25-40c9-bbf1-cd3ef2a75616,mouse_move,348,366,960
28c8c2d0-db25-40c9-bbf1-cd3ef2a75616,mouse_move,378,392,1024
28c8c2d0-db25-40c9-bbf1-cd3ef2a75616,mouse_move,408,419,1072
28c8c2d0-db25-40c9-bbf1-cd3ef2a75616,mouse_move,438,446,1167
28c8c2d0-db25-40c9-bbf1-cd3ef2a75616,mouse_move,468,472,1230
28c8c2d0-db25-40c9-bbf1-cd3ef2a75616,mouse_move,499,499,1329
28c8c2d0-db25-40c9-bbf1-cd3ef2a75616,mouse_move,529,525,1376
39db3998-95c4-41f2-9e2c-17ad40ec76d5,mouse_move,178,104,401
39db3998-95c4-41f2-9e2c-17ad40ec76d5,mouse_move,220,153,448
39db3998-95c4-41f2-9e2c-17ad40ec76d5,mouse_move,261,202,544
39db3998-95c4-41f2-9e2c-17ad40ec76d5,mouse_move,303,252,612
39db3998-95c4-41f2-9e2c-17ad40ec76d5,mouse_move,345,301,675
39db3998-95c4-41f2-9e2c-17ad40ec76d5,mouse_move,387,350,787
39db3998-95c4-41f2-9e2c-17ad40ec76d5,mouse_move,428,399,850
39db3998-95c4-41f2-9e2c-17ad40ec76d5,mouse_move,470,448,914
39db3998-95c4-41f2-9e2c-17ad40ec76d5,mouse_move,512,497,994
39db3998-95c4-41f2-9e2c-17ad40ec76d5,mouse_move,554,547,1058
39db3998-95c4-41f2-9e2c-17ad40ec76d5,mouse_move,595,596,1153
8c04e72d-279d-47c3-8f2c-f25ace499d5e,mouse_move,176,52,392
8c04e72d-279d-47c3-8f2c-f25ace499d5e,mouse_move,211,92,489
8c04e72d-279d-47c3-8f2c-f25ace499d5e,mouse_move,246,132,568
8c04e72d-279d-47c3-8f2c-f25ace499d5e,mouse_move,281,172,648
8c04e72d-279d-47c3-8f2c-f25ace499d5e,mouse_move,317,212,726
8c04e72d-279d-47c3-8f2c-f25ace499d5e,mouse_move,352,252,805
8c04e72d-279d-47c3-8f2c-f25ace499d5e,mouse_move,387,292,840
8c04e72d-279d-47c3-8f2c-f25ace499d5e,mouse_move,422,331,935
8c04e72d-279d-47c3-8f2c-f25ace499d5e,mouse_move,457,371,1031
8c04e72d-279d-47c3-8f2c-f25ace499d5e,mouse_move,492,411,1126
8c04e72d-279d-47c3-8f2c-f25ace499d5e,mouse_move,528,451,1190
8c04e72d-279d-47c3-8f2c-f25ace499d5e,mouse_move,563,491,1284
8c04e72d-279d-47c3-8f2c-f25ace499d5e,mouse_move,598,531,1349
22330d7a-0452-4ec4-8088-6bfcc5076f68,mouse_move,187,61,424
22330d7a-0452-4ec4-8088-6bfcc5076f68,mouse_move,280,136,503
22330d7a-0452-4ec4-8088-6bfcc5076f68,mouse_move,373,211,550
22330d7a-0452-4ec4-8088-6bfcc5076f68,mouse_move,467,286,597
22330d7a-0452-4ec4-8088-6bfcc5076f68,mouse_move,560,361,707
22330d7a-0452-4ec4-8088-6bfcc5076f68,mouse_move,653,436,754
d88f6cfc-9680-4fea-ac4d-99028496bdea,mouse_move,153,114,398
d88f6cfc-9680-4fea-ac4d-99028496bdea,mouse_move,179,152,494
d88f6cfc-9680-4fea-ac4d-99028496bdea,mouse_move,205,191,574
d88f6cfc-9680-4fea-ac4d-99028496bdea,mouse_move,231,229,669
d88f6cfc-9680-4fea-ac4d-99028496bdea,mouse_move,257,267,749
d88f6cfc-9680-4fea-ac4d-99028496bdea,mouse_move,283,306,797
d88f6cfc-9680-4fea-ac4d-99028496bdea,mouse_move,309,344,876
d88f6cfc-9680-4fea-ac4d-99028496bdea,mouse_move,335,382,924
d88f6cfc-9680-4fea-ac4d-99028496bdea,mouse_move,361,420,987
d88f6cfc-9680-4fea-ac4d-99028496bdea,mouse_move,387,459,1035
d2cbea00-d9ec-455b-b451-723513639350,mouse_move,105,135,388
d2cbea00-d9ec-455b-b451-723513639350,mouse_move,159,207,500
d2cbea00-d9ec-455b-b451-723513639350,mouse_move,213,279,614
d2cbea00-d9ec-455b-b451-723513639350,mouse_move,267,351,693
d2cbea00-d9ec-455b-b451-723513639350,mouse_move,320,423,789
d2cbea00-d9ec-455b-b451-723513639350,mouse_move,374,495,838
d2cbea00-d9ec-455b-b451-723513639350,mouse_move,428,567,917
d2cbea00-d9ec-455b-b451-723513639350,mouse_move,482,639,965
2f8e265f-488d-4430-8cf8-963a85aed695,mouse_move,192,116,397
2f8e265f-488d-4430-8cf8-963a85aed695,mouse_move,220,167,494
2f8e265f-488d-4430-8cf8-963a85aed695,mouse_move,248,217,589
2f8e265f-488d-4430-8cf8-963a85aed695,mouse_move,276,268,700
2f8e265f-488d-4430-8cf8-963a85aed695,mouse_move,304,319,779
2f8e265f-488d-4430-8cf8-963a85aed695,mouse_move,331,369,859
2f8e265f-488d-4430-8cf8-963a85aed695,mouse_move,359,420,955
2f8e265f-488d-4430-8cf8-963a85aed695,mouse_move,387,471,1003
2f8e265f-488d-4430-8cf8-963a85aed695,mouse_move,415,522,1051
2f8e265f-488d-4430-8cf8-963a85aed695,mouse_move,443,572,1147
ed5e5402-ae13-412d-9c01-e1aa9c4a884a,mouse_move,105,150,428
ed5e5402-ae13-412d-9c01-e1aa9c4a884a,mouse_move,158,194,522
ed5e5402-ae13-412d-9c01-e1aa9c4a884a,mouse_move,211,238,602
ed5e5402-ae13-412d-9c01-e1aa9c4a884a,mouse_move,264,282,680
ed5e5402-ae13-412d-9c01-e1aa9c4a884a,mouse_move,316,326,777
ed5e5402-ae13-412d-9c01-e1aa9c4a884a,mouse_move,369,370,873
ed5e5402-ae13-412d-9c01-e1aa9c4a884a,mouse_move,422,414,969
65ade501-6b19-4310-bbf8-f434ea282c27,mouse_move,97,127,413
65ade501-6b19-4310-bbf8-f434ea282c27,mouse_move,181,207,525
65ade501-6b19-4310-bbf8-f434ea282c27,mouse_move,266,288,637
65ade501-6b19-4310-bbf8-f434ea282c27,mouse_move,350,368,731
65ade501-6b19-4310-bbf8-f434ea282c27,mouse_move,434,448,779
65ade501-6b19-4310-bbf8-f434ea282c27,mouse_move,519,529,880
549dcb0b-2079-4c10-b251-6d7e89f264e1,mouse_move,152,186,391
549dcb0b-2079-4c10-b251-6d7e89f264e1,mouse_move,197,224,471
549dcb0b-2079-4c10-b251-6d7e89f264e1,mouse_move,243,263,536
549dcb0b-2079-4c10-b251-6d7e89f264e1,mouse_move,288,301,583
549dcb0b-2079-4c10-b251-6d7e89f264e1,mouse_move,334,340,631
549dcb0b-2079-4c10-b251-6d7e89f264e1,mouse_move,379,378,679
549dcb0b-2079-4c10-b251-6d7e89f264e1,mouse_move,424,416,758
549dcb0b-2079-4c10-b251-6d7e89f264e1,mouse_move,470,455,807
549dcb0b-2079-4c10-b251-6d7e89f264e1,mouse_move,515,493,903
549dcb0b-2079-4c10-b251-6d7e89f264e1,mouse_move,560,531,998
549dcb0b-2079-4c10-b251-6d7e89f264e1,mouse_move,606,570,1046
549dcb0b-2079-4c10-b251-6d7e89f264e1,mouse_move,651,608,1125
549dcb0b-2079-4c10-b251-6d7e89f264e1,mouse_move,697,647,1189
b859573b-90c7-4e8b-a491-edf63b7c8dd1,mouse_move,63,151,420
b859573b-90c7-4e8b-a491-edf63b7c8dd1,mouse_move,122,197,499
b859573b-90c7-4e8b-a491-edf63b7c8dd1,mouse_move,182,243,564
b859573b-90c7-4e8b-a491-edf63b7c8dd1,mouse_move,241,289,658
b859573b-90c7-4e8b-a491-edf63b7c8dd1,mouse_move,301,335,754
b859573b-90c7-4e8b-a491-edf63b7c8dd1,mouse_move,360,382,848
b859573b-90c7-4e8b-a491-edf63b7c8dd1,mouse_move,419,428,911
b859573b-90c7-4e8b-a491-edf63b7c8dd1,mouse_move,479,474,990
b859573b-90c7-4e8b-a491-edf63b7c8dd1,mouse_move,538,520,1054
b859573b-90c7-4e8b-a491-edf63b7c8dd1,mouse_move,598,566,1153
115944d2-d9e7-4e0e-a0e0-66c7d905d078,mouse_move,165,73,393
115944d2-d9e7-4e0e-a0e0-66c7d905d078,mouse_move,282,173,488
115944d2-d9e7-4e0e-a0e0-66c7d905d078,mouse_move,399,273,536
115944d2-d9e7-4e0e-a0e0-66c7d905d078,mouse_move,516,374,600
115944d2-d9e7-4e0e-a0e0-66c7d905d078,mouse_move,633,474,695
2572a3d7-0174-4dc0-b89e-f427ebd3b7e4,mouse_move,132,181,396
2572a3d7-0174-4dc0-b89e-f427ebd3b7e4,mouse_move,154,209,491
2572a3d7-0174-4dc0-b89e-f427ebd3b7e4,mouse_move,176,237,556
2572a3d7-0174-4dc0-b89e-f427ebd3b7e4,mouse_move,197,265,620
2572a3d7-0174-4dc0-b89e-f427ebd3b7e4,mouse_move,219,293,671
2572a3d7-0174-4dc0-b89e-f427ebd3b7e4,mouse_move,241,321,769
2572a3d7-0174-4dc0-b89e-f427ebd3b7e4,mouse_move,263,349,849
2572a3d7-0174-4dc0-b89e-f427ebd3b7e4,mouse_move,285,377,916
2572a3d7-0174-4dc0-b89e-f427ebd3b7e4,mouse_move,306,406,996
2572a3d7-0174-4dc0-b89e-f427ebd3b7e4,mouse_move,328,434,1090
2572a3d7-0174-4dc0-b89e-f427ebd3b7e4,mouse_move,350,462,1154
2572a3d7-0174-4dc0-b89e-f427ebd3b7e4,mouse_move,372,490,1218
2572a3d7-0174-4dc0-b89e-f427ebd3b7e4,mouse_move,394,518,1329
2572a3d7-0174-4dc0-b89e-f427ebd3b7e4,mouse_move,415,546,1394
2572a3d7-0174-4dc0-b89e-f427ebd3b7e4,mouse_move,437,574,1489
